brand,model,price,year,kilometers,power,link
Škoda,Fabia,86000,2008,171000,51,/osobni/detail/skoda/fabia/18718745?goFrom=list
Škoda,Fabia,86000,2008,178230,51,/osobni/detail/skoda/fabia/17241385?goFrom=list
Kia,Cee´d,86000,2008,181300,85,/osobni/detail/kia/cee-d/18636226?goFrom=list
Renault,Clio,86000,2007,77150,55,/osobni/detail/renault/clio/18719402?goFrom=list
Peugeot,207,86000,2007,90661,65,/osobni/detail/peugeot/207/18806140?goFrom=list
Toyota,Yaris,86000,2007,135452,64,/osobni/detail/toyota/yaris/18372562?goFrom=list
Škoda,Roomster,86000,2007,144000,77,/osobni/detail/skoda/roomster/18722300?goFrom=list
Kia,Cee´d,86000,2007,151515,85,/osobni/detail/kia/cee-d/18800196?goFrom=list
Škoda,Roomster,86000,2007,175534,63,/osobni/detail/skoda/roomster/18536263?goFrom=list
Citroën,C4,86000,2006,63154,65,/osobni/detail/citroen/c4/18741391?goFrom=list
Škoda,Fabia,86000,2006,67331,55,/osobni/detail/skoda/fabia/18806342?goFrom=list
Škoda,Roomster,86000,2006,132020,77,/osobni/detail/skoda/roomster/18807957?goFrom=list
Mercedes-Benz,Tøídy A,86000,2006,141393,70,/osobni/detail/mercedes-benz/tridy-a/18559171?goFrom=list
Kia,Sportage,86000,2006,194742,103,/osobni/detail/kia/sportage/18811000?goFrom=list
Volkswagen,Touran,86000,2006,199636,80,/osobni/detail/volkswagen/touran/18796281?goFrom=list
Volkswagen,Touran,86000,2006,199636,80,/osobni/detail/volkswagen/touran/18796280?goFrom=list
Volkswagen,Golf,86000,2005,142100,66,/osobni/detail/volkswagen/golf/18719108?goFrom=list
Hyundai,Tucson,86000,2005,156233,83,/osobni/detail/hyundai/tucson/18787510?goFrom=list
Peugeot,407,86000,2005,158000,100,/osobni/detail/peugeot/407/17223760?goFrom=list
Mercedes-Benz,Tøídy C,86000,2005,164608,105,/osobni/detail/mercedes-benz/tridy-c/18805630?goFrom=list
Toyota,Avensis,86000,2004,125015,85,/osobni/detail/toyota/avensis/18795744?goFrom=list
Škoda,Octavia,86000,2003,174786,75,/osobni/detail/skoda/octavia/18772254?goFrom=list
Volkswagen,Touran,86000,2003,180250,85,/osobni/detail/volkswagen/touran/18515958?goFrom=list
BMW,Øada 1,86100,2005,194765,90,/osobni/detail/bmw/rada-1/18096152?goFrom=list
Škoda,Fabia,86800,2008,168210,59,/osobni/detail/skoda/fabia/18511743?goFrom=list
Škoda,Roomster,86800,2008,190500,59,/osobni/detail/skoda/roomster/18704892?goFrom=list
Dacia,Sandero,86900,2012,145100,55,/osobni/detail/dacia/sandero/18397134?goFrom=list
Hyundai,Accent,86900,2009,87800,81,/osobni/detail/hyundai/accent/18740829?goFrom=list
Škoda,Fabia,86900,2009,90000,51,/osobni/detail/skoda/fabia/18444066?goFrom=list
Kia,Carens,86900,2009,144130,103,/osobni/detail/kia/carens/18010578?goFrom=list
Fiat,Bravo,86999,2009,152000,66,/osobni/detail/fiat/bravo/18569440?goFrom=list
Škoda,Fabia,86999,2009,189990,51,/osobni/detail/skoda/fabia/18774253?goFrom=list
Škoda,Fabia,87000,2011,111001,0,/osobni/detail/skoda/fabia/18712543?goFrom=list
Opel,Meriva,87000,2010,103000,66,/osobni/detail/opel/meriva/18804653?goFrom=list
Hyundai,i30,87000,2010,176300,80,/osobni/detail/hyundai/i30/18509561?goFrom=list
Škoda,Fabia,87000,2009,119700,44,/osobni/detail/skoda/fabia/18778126?goFrom=list
Citroën,C4,87000,2009,134267,65,/osobni/detail/citroen/c4/18807409?goFrom=list
Renault,Mégane,87000,2009,148265,78,/osobni/detail/renault/megane/18800305?goFrom=list
Volkswagen,Golf,87000,2009,157350,90,/osobni/detail/volkswagen/golf/18655447?goFrom=list
Ford,Fiesta,87000,2009,159675,60,/osobni/detail/ford/fiesta/18756466?goFrom=list
Škoda,Fabia,87000,2008,81376,44,/osobni/detail/skoda/fabia/18570035?goFrom=list
Opel,Meriva,87000,2008,92180,66,/osobni/detail/opel/meriva/18734409?goFrom=list
Škoda,Fabia,87000,2008,92741,51,/osobni/detail/skoda/fabia/18647485?goFrom=list
Ford,Focus,87000,2008,161000,80,/osobni/detail/ford/focus/17214932?goFrom=list
Ford,Focus,87000,2008,168186,85,/osobni/detail/ford/focus/18748654?goFrom=list
Škoda,Fabia,87000,2008,186450,77,/osobni/detail/skoda/fabia/18717668?goFrom=list
Kia,Cee´d,87000,2007,98231,80,/osobni/detail/kia/cee-d/18732654?goFrom=list
Smart,Fortwo,87000,2007,126159,52,/osobni/detail/smart/fortwo/18623930?goFrom=list
Peugeot,807,87000,2007,159000,100,/osobni/detail/peugeot/807/17319480?goFrom=list
BMW,Øada 1,87000,2006,192100,0,/osobni/detail/bmw/rada-1/18726781?goFrom=list
Volkswagen,Golf,87000,2004,144200,66,/osobni/detail/volkswagen/golf/18758885?goFrom=list
Volkswagen,Touareg,87000,2003,181707,230,/osobni/detail/volkswagen/touareg/18596913?goFrom=list
Lada,Niva,87000,2002,75441,60,/osobni/detail/lada/niva/18795291?goFrom=list
Jaguar,X-Type,87500,2002,175430,115,/osobni/detail/jaguar/x-type/18654956?goFrom=list
Škoda,Fabia,87700,2010,105000,51,/osobni/detail/skoda/fabia/18705206?goFrom=list
Peugeot,207,87777,2011,161000,82,/osobni/detail/peugeot/207/18301824?goFrom=list
Škoda,Fabia,87777,2010,144000,63,/osobni/detail/skoda/fabia/18523238?goFrom=list
Renault,Clio,87777,2007,82050,82,/osobni/detail/renault/clio/18327717?goFrom=list
Peugeot,407,87777,2006,150000,100,/osobni/detail/peugeot/407/16940179?goFrom=list
Citroën,C4,87777,2006,170100,130,/osobni/detail/citroen/c4/18674770?goFrom=list
Mazda,RX-8,87777,2006,184200,170,/osobni/detail/mazda/rx-8/18562741?goFrom=list
Škoda,Octavia,87800,2009,156031,74,/osobni/detail/skoda/octavia/18687059?goFrom=list
Mini,Cooper,87800,2002,166336,85,/osobni/detail/mini/cooper/18804760?goFrom=list
Volkswagen,New Beetle,87800,2002,181587,74,/osobni/detail/volkswagen/new-beetle/18801560?goFrom=list
Peugeot,206,87900,2011,75000,44,/osobni/detail/peugeot/206/18800998?goFrom=list
Ford,Focus,87900,2009,142000,74,/osobni/detail/ford/focus/18739990?goFrom=list
Renault,Clio,87900,2009,161856,74,/osobni/detail/renault/clio/18801711?goFrom=list
Mazda,2,87900,2008,165859,63,/osobni/detail/mazda/2/18802584?goFrom=list
Ford,Focus,87900,2006,163251,74,/osobni/detail/ford/focus/18783254?goFrom=list
Škoda,Fabia,87900,2005,120808,74,/osobni/detail/skoda/fabia/18667459?goFrom=list
Renault,Kangoo,87900,2004,118000,70,/osobni/detail/renault/kangoo/18303517?goFrom=list
Volkswagen,Golf,87900,2003,163525,96,/osobni/detail/volkswagen/golf/18618364?goFrom=list
Opel,Zafira,87999,2007,189253,103,/osobni/detail/opel/zafira/18418248?goFrom=list
Hyundai,ix20,88000,2013,103316,57,/osobni/detail/hyundai/ix20/18803734?goFrom=list
Hyundai,i20,88000,2013,191640,62,/osobni/detail/hyundai/i20/18797506?goFrom=list
Renault,Twingo,88000,2011,79206,55,/osobni/detail/renault/twingo/18578187?goFrom=list
Citroën,C3,88000,2010,60856,54,/osobni/detail/citroen/c3/18777349?goFrom=list
Škoda,Fabia,88000,2010,99000,44,/osobni/detail/skoda/fabia/18802167?goFrom=list
Citroën,C3,88000,2010,109746,44,/osobni/detail/citroen/c3/18758154?goFrom=list
Škoda,Roomster,88000,2010,131500,59,/osobni/detail/skoda/roomster/18523479?goFrom=list
Opel,Astra,88000,2010,132078,81,/osobni/detail/opel/astra/17914101?goFrom=list
Hyundai,i30,88000,2010,163521,66,/osobni/detail/hyundai/i30/18801908?goFrom=list
Fiat,Punto,88000,2010,166891,55,/osobni/detail/fiat/punto/17852627?goFrom=list
Fiat,Punto EVO,88000,2010,166900,55,/osobni/detail/fiat/punto-evo/17852672?goFrom=list
Toyota,Yaris,88000,2010,188500,51,/osobni/detail/toyota/yaris/18285969?goFrom=list
Ford,Focus,88000,2010,200000,80,/osobni/detail/ford/focus/18723532?goFrom=list
Peugeot,207,88000,2009,75158,54,/osobni/detail/peugeot/207/18802819?goFrom=list
Hyundai,Matrix,88000,2009,104475,76,/osobni/detail/hyundai/matrix/18743404?goFrom=list
Dacia,Sandero,88000,2009,105073,64,/osobni/detail/dacia/sandero/18618373?goFrom=list
Škoda,Roomster,88000,2009,110244,51,/osobni/detail/skoda/roomster/18810321?goFrom=list
Škoda,Fabia,88000,2009,117246,44,/osobni/detail/skoda/fabia/18775584?goFrom=list
Škoda,Fabia,88000,2009,125822,51,/osobni/detail/skoda/fabia/18737009?goFrom=list
Volkswagen,Polo,88000,2009,143588,44,/osobni/detail/volkswagen/polo/18802826?goFrom=list
Ford,Focus,88000,2009,163250,59,/osobni/detail/ford/focus/17806337?goFrom=list
Dacia,Logan,88000,2009,171450,64,/osobni/detail/dacia/logan/18545898?goFrom=list
Opel,Astra,88000,2009,186552,74,/osobni/detail/opel/astra/18669977?goFrom=list
Aixam,CITY,88000,2008,29793,4,/osobni/detail/aixam/city/18768602?goFrom=list
Opel,Corsa,88000,2008,75101,59,/osobni/detail/opel/corsa/18803351?goFrom=list
Ford,Fusion,88000,2008,89286,59,/osobni/detail/ford/fusion/18739244?goFrom=list
Renault,Mégane,88000,2008,91715,63,/osobni/detail/renault/megane/18793879?goFrom=list
Škoda,Fabia,88000,2008,99487,44,/osobni/detail/skoda/fabia/18774056?goFrom=list
Škoda,Fabia,88000,2008,101839,51,/osobni/detail/skoda/fabia/18775974?goFrom=list
Škoda,Fabia,88000,2008,110566,44,/osobni/detail/skoda/fabia/18758888?goFrom=list
Opel,Agila,88000,2008,119000,48,/osobni/detail/opel/agila/18812933?goFrom=list
Volkswagen,Polo,88000,2008,124374,44,/osobni/detail/volkswagen/polo/18706781?goFrom=list
Opel,Astra,88000,2008,126215,66,/osobni/detail/opel/astra/18793964?goFrom=list
Peugeot,207,88000,2008,128000,80,/osobni/detail/peugeot/207/18808949?goFrom=list
Kia,Cee´d,88000,2008,160500,84,/osobni/detail/kia/cee-d/18780619?goFrom=list
Peugeot,308,88000,2008,166820,66,/osobni/detail/peugeot/308/18203633?goFrom=list
Ford,Grand C-MAX,88000,2008,172950,85,/osobni/detail/ford/grand-c-max/18801791?goFrom=list
Volkswagen,Golf,88000,2008,181979,59,/osobni/detail/volkswagen/golf/18801886?goFrom=list
Citroën,C8,88000,2008,185322,100,/osobni/detail/citroen/c8/18645332?goFrom=list
Ford,Focus,88000,2008,193889,92,/osobni/detail/ford/focus/18669277?goFrom=list
Škoda,Fabia,88000,2008,200000,63,/osobni/detail/skoda/fabia/18545864?goFrom=list
Ford,Fiesta,88000,2007,87000,110,/osobni/detail/ford/fiesta/18640241?goFrom=list
Toyota,Yaris,88000,2007,141520,66,/osobni/detail/toyota/yaris/18730661?goFrom=list
Ford,C-MAX,88000,2007,146433,80,/osobni/detail/ford/c-max/18330483?goFrom=list
Škoda,Roomster,88000,2007,147000,63,/osobni/detail/skoda/roomster/18508920?goFrom=list
Volvo,C30,88000,2007,148828,74,/osobni/detail/volvo/c30/18351711?goFrom=list
Seat,Altea,88000,2007,174000,75,/osobni/detail/seat/altea/18449587?goFrom=list
Škoda,Octavia,88000,2007,188000,77,/osobni/detail/skoda/octavia/18741237?goFrom=list
Opel,Astra,88000,2007,189000,85,/osobni/detail/opel/astra/18742282?goFrom=list
Mini,One,88000,2007,194000,70,/osobni/detail/mini/one/18013381?goFrom=list
Peugeot,207,88000,2006,92805,80,/osobni/detail/peugeot/207/17803030?goFrom=list
Mazda,6,88000,2006,99583,88,/osobni/detail/mazda/6/18799722?goFrom=list
Volkswagen,Polo,88000,2006,119214,40,/osobni/detail/volkswagen/polo/18803724?goFrom=list
Opel,Astra,88000,2006,124812,88,/osobni/detail/opel/astra/18683181?goFrom=list
Škoda,Octavia,88000,2006,135000,75,/osobni/detail/skoda/octavia/18755183?goFrom=list
Suzuki,SX4,88000,2006,136911,79,/osobni/detail/suzuki/sx4/17811256?goFrom=list
Ford,Focus,88000,2006,166689,85,/osobni/detail/ford/focus/17626175?goFrom=list
Škoda,Octavia,88000,2006,168000,75,/osobni/detail/skoda/octavia/18638228?goFrom=list
Seat,Altea,88000,2006,175200,75,/osobni/detail/seat/altea/18811471?goFrom=list
Škoda,Octavia,88000,2006,180000,74,/osobni/detail/skoda/octavia/18764384?goFrom=list
Nissan,Murano,88000,2006,191520,183,/osobni/detail/nissan/murano/18784116?goFrom=list
Seat,Altea,88000,2006,193000,75,/osobni/detail/seat/altea/18804146?goFrom=list
Ford,S-MAX,88000,2006,193986,92,/osobni/detail/ford/s-max/18740439?goFrom=list
Opel,Astra,88000,2005,116073,77,/osobni/detail/opel/astra/18547967?goFrom=list
Seat,Leon,88000,2005,187000,75,/osobni/detail/seat/leon/18753597?goFrom=list
Ford,Focus,88000,2005,188200,80,/osobni/detail/ford/focus/17052247?goFrom=list
Toyota,Corolla,88000,2005,196983,66,/osobni/detail/toyota/corolla/18812693?goFrom=list
Volkswagen,Golf,88000,2005,197601,55,/osobni/detail/volkswagen/golf/18793698?goFrom=list
Ford,C-MAX,88000,2004,125000,88,/osobni/detail/ford/c-max/18445722?goFrom=list
Škoda,Superb,88000,2004,148000,114,/osobni/detail/skoda/superb/18550344?goFrom=list
Škoda,Superb,88000,2004,156000,110,/osobni/detail/skoda/superb/18779411?goFrom=list
Mazda,Tribute,88000,2003,193387,91,/osobni/detail/mazda/tribute/18594102?goFrom=list
Škoda,Fabia,88500,2009,198250,77,/osobni/detail/skoda/fabia/18594696?goFrom=list
Volkswagen,Golf,88700,2002,102300,77,/osobni/detail/volkswagen/golf/18809179?goFrom=list
Volkswagen,Up!,88800,2012,157882,44,/osobni/detail/volkswagen/up/18791647?goFrom=list
Ford,Fusion,88800,2009,73600,59,/osobni/detail/ford/fusion/18787477?goFrom=list
Volkswagen,Golf,88800,2003,148712,110,/osobni/detail/volkswagen/golf/18243760?goFrom=list
Ford,Fiesta,88888,2009,134000,50,/osobni/detail/ford/fiesta/18314415?goFrom=list
Opel,Meriva,88900,2010,93478,66,/osobni/detail/opel/meriva/18775471?goFrom=list
Škoda,Fabia,88900,2010,115443,51,/osobni/detail/skoda/fabia/18651210?goFrom=list
Peugeot,207,88900,2009,176300,88,/osobni/detail/peugeot/207/18436991?goFrom=list
Opel,Agila,88900,2009,189000,55,/osobni/detail/opel/agila/18558377?goFrom=list
Škoda,Fabia,88900,2008,74000,51,/osobni/detail/skoda/fabia/18658205?goFrom=list
Renault,Clio,88900,2008,111000,74,/osobni/detail/renault/clio/18769604?goFrom=list
Ford,Fusion,88900,2008,150000,59,/osobni/detail/ford/fusion/18586197?goFrom=list
Ford,Fusion,88900,2008,151963,59,/osobni/detail/ford/fusion/18690702?goFrom=list
Škoda,Octavia,88900,2008,160000,75,/osobni/detail/skoda/octavia/18809880?goFrom=list
Subaru,Justy,88900,2008,162000,68,/osobni/detail/subaru/justy/18764453?goFrom=list
Škoda,Fabia,88900,2007,100000,55,/osobni/detail/skoda/fabia/18796663?goFrom=list
Škoda,Roomster,88900,2007,145482,63,/osobni/detail/skoda/roomster/18426682?goFrom=list
Volkswagen,Polo,88900,2006,93888,55,/osobni/detail/volkswagen/polo/18379806?goFrom=list
Volkswagen,Golf,88900,2006,153509,77,/osobni/detail/volkswagen/golf/18669164?goFrom=list
Mazda,3,88900,2006,166000,77,/osobni/detail/mazda/3/18732466?goFrom=list
Opel,Zafira,88900,2006,169184,77,/osobni/detail/opel/zafira/18649654?goFrom=list
Mazda,6,88900,2005,142541,88,/osobni/detail/mazda/6/18784251?goFrom=list
Škoda,Octavia,88900,2005,194000,66,/osobni/detail/skoda/octavia/18725304?goFrom=list
Volkswagen,Passat,88900,2004,162600,96,/osobni/detail/volkswagen/passat/18659196?goFrom=list
Volkswagen,Golf,88900,2004,171606,55,/osobni/detail/volkswagen/golf/18419497?goFrom=list
BMW,Øada 3,88900,2002,158002,105,/osobni/detail/bmw/rada-3/18564720?goFrom=list
Škoda,Fabia,88970,2013,190000,63,/osobni/detail/skoda/fabia/18681367?goFrom=list
Škoda,Fabia,88990,2011,163313,44,/osobni/detail/skoda/fabia/18769760?goFrom=list
Škoda,Fabia,88990,2009,137546,44,/osobni/detail/skoda/fabia/17705822?goFrom=list
Volkswagen,Golf,88990,2008,177000,59,/osobni/detail/volkswagen/golf/18680802?goFrom=list
Ford,C-MAX,88990,2007,122708,74,/osobni/detail/ford/c-max/18736808?goFrom=list
Ford,Fiesta,88999,2010,139325,71,/osobni/detail/ford/fiesta/18537924?goFrom=list
Ford,Fiesta,88999,2010,139325,71,/osobni/detail/ford/fiesta/18537917?goFrom=list
Peugeot,107,88999,2009,96400,50,/osobni/detail/peugeot/107/18748209?goFrom=list
Mazda,5,88999,2008,166523,81,/osobni/detail/mazda/5/18766616?goFrom=list
Alfa Romeo,166,88999,2005,154236,129,/osobni/detail/alfa-romeo/166/18766619?goFrom=list
Toyota,Avensis,88999,2004,165974,108,/osobni/detail/toyota/avensis/18763980?goFrom=list
Lexus,GS 300,88999,2001,190000,161,/osobni/detail/lexus/gs-300/18490453?goFrom=list
Chevrolet,Spark,89000,2013,73400,50,/osobni/detail/chevrolet/spark/18774986?goFrom=list
Škoda,Fabia,89000,2013,101071,44,/osobni/detail/skoda/fabia/18470899?goFrom=list
Škoda,Fabia,89000,2013,185655,44,/osobni/detail/skoda/fabia/18282858?goFrom=list
Škoda,Fabia,89000,2013,192200,66,/osobni/detail/skoda/fabia/18675535?goFrom=list
Renault,Twingo,89000,2012,89000,55,/osobni/detail/renault/twingo/18778036?goFrom=list
Fiat,Linea,89000,2012,91403,57,/osobni/detail/fiat/linea/17406269?goFrom=list
Dacia,Sandero,89000,2012,92000,62,/osobni/detail/dacia/sandero/18120895?goFrom=list
Hyundai,i30,89000,2012,161000,80,/osobni/detail/hyundai/i30/18372036?goFrom=list
Seat,Ibiza,89000,2012,165000,51,/osobni/detail/seat/ibiza/18808315?goFrom=list
Škoda,Fabia,89000,2012,186000,55,/osobni/detail/skoda/fabia/18772009?goFrom=list
Hyundai,i30,89000,2012,198000,85,/osobni/detail/hyundai/i30/18719160?goFrom=list
Kia,Picanto,89000,2011,37695,50,/osobni/detail/kia/picanto/18736823?goFrom=list
Fiat,Grande Punto,89000,2011,76000,48,/osobni/detail/fiat/grande-punto/18526550?goFrom=list
Hyundai,i20,89000,2011,83299,57,/osobni/detail/hyundai/i20/18761237?goFrom=list
Renault,Twingo,89000,2011,87100,55,/osobni/detail/renault/twingo/18783909?goFrom=list
Chevrolet,Spark,89000,2011,105214,60,/osobni/detail/chevrolet/spark/18787841?goFrom=list
Opel,Corsa,89000,2011,125000,70,/osobni/detail/opel/corsa/18800565?goFrom=list
Peugeot,,89000,2011,136146,54,/osobni/detail/peugeot/ostatni/18684360?goFrom=list
Fiat,Bravo,89000,2011,144490,66,/osobni/detail/fiat/bravo/18774208?goFrom=list
Renault,Mégane,89000,2011,152633,74,/osobni/detail/renault/megane/18803405?goFrom=list
Citroën,C3 Picasso,89000,2011,156346,70,/osobni/detail/citroen/c3-picasso/18563232?goFrom=list
Peugeot,308,89000,2011,163000,82,/osobni/detail/peugeot/308/18600131?goFrom=list
Dacia,Logan,89000,2011,163000,64,/osobni/detail/dacia/logan/18718459?goFrom=list
Škoda,Fabia,89000,2011,164825,63,/osobni/detail/skoda/fabia/18812832?goFrom=list
Škoda,Fabia,89000,2011,166499,66,/osobni/detail/skoda/fabia/18791105?goFrom=list
Renault,Clio,89000,2011,180602,55,/osobni/detail/renault/clio/18719393?goFrom=list
Citroën,C3,89000,2011,185000,50,/osobni/detail/citroen/c3/18401663?goFrom=list
Škoda,Fabia,89000,2011,188000,66,/osobni/detail/skoda/fabia/18402458?goFrom=list
Volkswagen,Polo,89000,2011,189849,55,/osobni/detail/volkswagen/polo/18699372?goFrom=list
Renault,Fluence,89000,2010,99831,81,/osobni/detail/renault/fluence/18721336?goFrom=list
Chevrolet,Spark,89000,2010,61000,50,/osobni/detail/chevrolet/spark/17665082?goFrom=list
Smart,Fortwo,89000,2010,93197,52,/osobni/detail/smart/fortwo/18805847?goFrom=list
Škoda,Fabia,89000,2010,99658,44,/osobni/detail/skoda/fabia/18758485?goFrom=list
Renault,Clio,89000,2010,101911,55,/osobni/detail/renault/clio/18774821?goFrom=list
Škoda,Fabia,89000,2010,110977,44,/osobni/detail/skoda/fabia/18678564?goFrom=list
Škoda,Fabia,89000,2010,123462,44,/osobni/detail/skoda/fabia/17146581?goFrom=list
Citroën,Berlingo,89000,2010,126278,55,/osobni/detail/citroen/berlingo/18240855?goFrom=list
Peugeot,207,89000,2010,138100,54,/osobni/detail/peugeot/207/18476960?goFrom=list
Mazda,2,89000,2010,149000,55,/osobni/detail/mazda/2/18305335?goFrom=list
Renault,Clio,89000,2010,156184,55,/osobni/detail/renault/clio/18285974?goFrom=list
Renault,Clio,89000,2010,158000,55,/osobni/detail/renault/clio/18590266?goFrom=list
Mercedes-Benz,Tøídy A,89000,2010,159000,70,/osobni/detail/mercedes-benz/tridy-a/18622115?goFrom=list
Škoda,Fabia,89000,2010,161186,44,/osobni/detail/skoda/fabia/18652842?goFrom=list
Ford,Fiesta,89000,2010,161715,44,/osobni/detail/ford/fiesta/18638548?goFrom=list
Ford,Focus,89000,2010,165430,66,/osobni/detail/ford/focus/18812935?goFrom=list
Renault,Fluence,89000,2010,166027,81,/osobni/detail/renault/fluence/18568769?goFrom=list
Škoda,Fabia,89000,2010,168556,66,/osobni/detail/skoda/fabia/18449480?goFrom=list
Peugeot,308,89000,2010,169100,80,/osobni/detail/peugeot/308/18287025?goFrom=list
Peugeot,308,89000,2010,175000,66,/osobni/detail/peugeot/308/16740853?goFrom=list
Peugeot,207,89000,2010,175660,54,/osobni/detail/peugeot/207/18550956?goFrom=list
Opel,Astra,89000,2010,177040,85,/osobni/detail/opel/astra/18802806?goFrom=list
Ford,Fusion,89000,2010,179000,59,/osobni/detail/ford/fusion/18799759?goFrom=list
Mazda,5,89000,2010,182504,81,/osobni/detail/mazda/5/18585288?goFrom=list
Ford,Focus,89000,2010,183299,66,/osobni/detail/ford/focus/18775879?goFrom=list
Dacia,Sandero,89000,2010,184000,55,/osobni/detail/dacia/sandero/17739799?goFrom=list
Škoda,Fabia,89000,2010,189000,63,/osobni/detail/skoda/fabia/18806872?goFrom=list
Seat,Ibiza,89000,2010,192605,66,/osobni/detail/seat/ibiza/18616856?goFrom=list
Citroën,C4 Picasso,89000,2010,199000,80,/osobni/detail/citroen/c4-picasso/18803220?goFrom=list
Ford,Focus,89000,2009,180974,74,/osobni/detail/ford/focus/18468224?goFrom=list
Peugeot,207,89000,2009,70675,70,/osobni/detail/peugeot/207/18537465?goFrom=list
Ford,Fiesta,89000,2009,83200,60,/osobni/detail/ford/fiesta/18726329?goFrom=list
Kia,Cee´d,89000,2009,89387,80,/osobni/detail/kia/cee-d/17833290?goFrom=list
Opel,Corsa,89000,2009,97000,59,/osobni/detail/opel/corsa/18786832?goFrom=list
Ford,C-MAX,89000,2009,107052,80,/osobni/detail/ford/c-max/17986553?goFrom=list
Ford,Fiesta,89000,2009,114000,50,/osobni/detail/ford/fiesta/17022543?goFrom=list
Škoda,Fabia,89000,2009,114302,44,/osobni/detail/skoda/fabia/18774055?goFrom=list
Suzuki,Liana,89000,2009,117770,79,/osobni/detail/suzuki/liana/18379240?goFrom=list
Škoda,Fabia,89000,2009,118637,77,/osobni/detail/skoda/fabia/18773258?goFrom=list
Dacia,Sandero,89000,2009,119601,63,/osobni/detail/dacia/sandero/18283964?goFrom=list
Peugeot,308,89000,2009,122500,70,/osobni/detail/peugeot/308/18773765?goFrom=list
Opel,Astra,89000,2009,124000,66,/osobni/detail/opel/astra/18759888?goFrom=list
Mazda,2,89000,2009,130000,63,/osobni/detail/mazda/2/18808517?goFrom=list
Škoda,Fabia,89000,2009,134494,51,/osobni/detail/skoda/fabia/18747130?goFrom=list
Seat,Ibiza,89000,2009,142000,51,/osobni/detail/seat/ibiza/18806310?goFrom=list
Ford,C-MAX,89000,2009,152000,80,/osobni/detail/ford/c-max/18664865?goFrom=list
Toyota,Yaris,89000,2009,152000,66,/osobni/detail/toyota/yaris/18787265?goFrom=list
Kia,Cee´d,89000,2009,155927,92,/osobni/detail/kia/cee-d/18308369?goFrom=list
Škoda,Fabia,89000,2009,158002,63,/osobni/detail/skoda/fabia/18782414?goFrom=list
Škoda,Fabia,89000,2009,159000,51,/osobni/detail/skoda/fabia/18746778?goFrom=list
Škoda,Roomster,89000,2009,161000,51,/osobni/detail/skoda/roomster/18523418?goFrom=list
Citroën,Nemo,89000,2009,162500,50,/osobni/detail/citroen/nemo/18796365?goFrom=list
BMW,Øada 1,89000,2009,163305,90,/osobni/detail/bmw/rada-1/18555250?goFrom=list
Ford,Focus,89000,2009,168215,74,/osobni/detail/ford/focus/18787150?goFrom=list
Subaru,Impreza,89000,2009,169000,110,/osobni/detail/subaru/impreza/18799750?goFrom=list
Opel,Corsa,89000,2009,170000,59,/osobni/detail/opel/corsa/18347759?goFrom=list
Citroën,C4 Picasso,89000,2009,174500,88,/osobni/detail/citroen/c4-picasso/18740580?goFrom=list
Peugeot,207,89000,2009,175000,55,/osobni/detail/peugeot/207/17297089?goFrom=list
Citroën,C3 Picasso,89000,2009,181000,66,/osobni/detail/citroen/c3-picasso/18666657?goFrom=list
Mercedes-Benz,Tøídy A,89000,2009,182000,70,/osobni/detail/mercedes-benz/tridy-a/18754550?goFrom=list
Seat,Ibiza,89000,2009,186842,51,/osobni/detail/seat/ibiza/18490405?goFrom=list
Dacia,Logan,89000,2009,187000,63,/osobni/detail/dacia/logan/18765563?goFrom=list
Ford,Focus,89000,2009,187008,85,/osobni/detail/ford/focus/18403965?goFrom=list
Ford,Focus,89000,2009,187494,80,/osobni/detail/ford/focus/18648756?goFrom=list
Kia,Cee´d,89000,2009,187572,85,/osobni/detail/kia/cee-d/18745551?goFrom=list
Peugeot,207,89000,2008,85890,70,/osobni/detail/peugeot/207/18606448?goFrom=list
Škoda,Roomster,89000,2008,106980,51,/osobni/detail/skoda/roomster/18745937?goFrom=list
Škoda,Fabia,89000,2008,194745,77,/osobni/detail/skoda/fabia/18745006?goFrom=list
Škoda,Fabia,89000,2008,130675,51,/osobni/detail/skoda/fabia/18665046?goFrom=list
Ford,Fusion,89000,2008,73060,59,/osobni/detail/ford/fusion/18781690?goFrom=list
Renault,Modus,89000,2008,74000,58,/osobni/detail/renault/modus/18563234?goFrom=list
Škoda,Fabia,89000,2008,86000,51,/osobni/detail/skoda/fabia/18766392?goFrom=list
Mazda,3,89000,2008,87500,62,/osobni/detail/mazda/3/18749325?goFrom=list
Hyundai,i30,89000,2008,92414,80,/osobni/detail/hyundai/i30/18714334?goFrom=list
Opel,Agila,89000,2008,94026,63,/osobni/detail/opel/agila/18802399?goFrom=list
Škoda,Fabia,89000,2008,102821,44,/osobni/detail/skoda/fabia/18758341?goFrom=list
Opel,Corsa,89000,2008,105600,59,/osobni/detail/opel/corsa/18736457?goFrom=list
Renault,Mégane,89000,2008,106188,82,/osobni/detail/renault/megane/18362816?goFrom=list
Škoda,Fabia,89000,2008,110475,51,/osobni/detail/skoda/fabia/18803891?goFrom=list
Škoda,Fabia,89000,2008,114000,63,/osobni/detail/skoda/fabia/18702307?goFrom=list
Fiat,Bravo,89000,2008,115000,66,/osobni/detail/fiat/bravo/17046819?goFrom=list
Peugeot,308,89000,2008,117182,110,/osobni/detail/peugeot/308/18459977?goFrom=list
Seat,Leon,89000,2008,126000,77,/osobni/detail/seat/leon/18761181?goFrom=list
